gene,MCX20,MCX21,p_val,avg_logFC,pct.1,pct.2,p_val_adj,status,gene-name,chromosome,genetic-category,gene-score,syndromic,number-of-reports
DEAF1,0.062413907303240417,0.05992323807053844,0.10829047155654306,0.002490669232701914,0.019,0.023,1,9,DEAF1 transcription factor,11,"Rare Single Gene Mutation, Syndromic",2,1,17
KCNC1,2.2074227687295354,2.1895465531648366,8.45387545050887e-5,0.01787621556469876,0.823,0.841,1,9,potassium voltage-gated channel subfamily C member 1,11,Rare Single Gene Mutation,3,0,5
BRSK2,2.468129089624243,2.4851837715205147,0.07167943574936086,-0.017054681896271795,0.884,0.916,1,9,BR serine/threonine kinase 2,11,"Rare Single Gene Mutation, Syndromic",1,0,3
TSPAN4,1.034703927185966,1.079727212686271,1.6720264996989325e-9,-0.04502328550030499,0.331,0.4,2.9143421889752394e-5,9,tetraspanin 4,11,Rare Single Gene Mutation,3,0,3
PHRF1,0.32969445739152703,0.34628308214324327,3.242147850301406e-5,-0.01658862475171624,0.107,0.133,0.5651063703075351,9,PHD and ring finger domains 1,11,Rare Single Gene Mutation,2,0,4
HRAS,0.2657242280911001,0.342371462348988,2.008755329863519e-15,-0.07664723425788789,0.085,0.13,3.501260539952114e-11,9,v-Ha-ras Harvey rat sarcoma viral oncogene homolog,11,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,11
KMT5B,0.5955541029884278,0.5606627330737214,0.05667078050856629,0.034891369914706316,0.202,0.226,1,9,lysine methyltransferase 5B,11,"Rare Single Gene Mutation, Syndromic",1,0,11
PHF21A,1.0186144235992312,1.0854276872032818,4.7920826220128535e-11,-0.0668132636040506,0.375,0.456,8.352600010168403e-7,9,PHD finger protein 21A,11,"Rare Single Gene Mutation, Syndromic",1,0,7
ZFYVE26,0.25474784020215263,0.24645136544006216,0.01904646107444634,0.008296474762090389,0.077,0.09,1,9,zinc finger FYVE-type containing 26,14,Rare Single Gene Mutation,3,0,4
GPHN,1.547298331492457,1.593044091139066,3.055480396654261e-5,-0.0457457596466091,0.614,0.687,0.5325702331368377,9,Gephyrin,14,Rare Single Gene Mutation,2,0,8
THBS1,0.002325426808966845,0.004020839538052082,0.7892403930266365,-0.0016954127290852937,0.001,0.001,1,9,Thrombospondin 1,15,"Rare Single Gene Mutation, Genetic Association",3,0,3
MEIS2,3.3448230401231673,3.339356924970787,0.9289692960077076,0.005466115152380269,0.957,0.954,1,9,Meis homeobox 2,15,"Rare Single Gene Mutation, Syndromic",1,0,6
FOXG1,0.7263543825177526,0.6887207563689898,0.19864553266142532,0.037633626148762755,0.251,0.274,1,9,Forkhead box G1,14,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,26
ARHGAP5,0.5502898054796408,0.5538529562531849,0.001139084075323523,-0.003563150773544077,0.188,0.218,1,9,Rho GTPase activating protein 5,14,Rare Single Gene Mutation,3,0,4
FBXO33,0.3522281804320687,0.3556622196160118,0.0028532432354617344,-0.003434039183943083,0.116,0.136,1,9,F-box protein 33,14,Genetic Association,3,0,3
ESRRB,0.05592655898177381,0.09159915540532247,2.5412291099811695e-6,-0.03567259642354852,0.015,0.027,0.044293623386971785,9,estrogen-related receptor beta,14,"Rare Single Gene Mutation, Genetic Association",3,0,7
VASH1,0.1383387780873311,0.11173213465452099,0.5133264619521662,0.026606643432810162,0.038,0.041,1,9,vasohibin 1,14,Genetic Association,3,0,4
IRF2BPL,0.19188094857148758,0.1740111636192601,0.37007626016620165,0.017869784952227408,0.057,0.062,1,9,Interferon regulatory factor 2 binding protein-like,14,"Rare Single Gene Mutation, Syndromic",1,0,5
NRXN3,3.135349039712409,3.2125097021559097,2.677354600638439e-13,-0.07716066244350062,0.932,0.95,4.666629068912799e-9,9,neurexin 3,14,"Rare Single Gene Mutation, Genetic Association",1,0,18
CCDC88C,0.12360189738321509,0.12571354103582333,0.12148562338039565,-0.0021116436526083665,0.036,0.042,1,9,Coiled-coil domain containing 88C,14,Rare Single Gene Mutation,3,0,6
UNC79,0.5187403602789903,0.6666635893107725,3.786229443753252e-32,-0.14792322903178223,0.184,0.279,6.599397920461918e-28,9,"unc-79 homolog, NALCN channel complex subunit",14,Rare Single Gene Mutation,2,0,4
CCNK,0.20009409980896992,0.17800609612869564,0.9877782677734138,0.02208800368027422,0.064,0.065,1,9,cyclin K,14,Syndromic,NA,1,2
DYNC1H1,1.1222135563087041,1.0032892355016685,3.0931181394947666e-5,0.11892432080703563,0.425,0.424,0.5391304917139378,9,dynein cytoplasmic 1 heavy chain 1,14,"Rare Single Gene Mutation, Syndromic",2,0,14
CDC42BPB,0.8476792214334115,0.8822979402246496,1.2420695753597937e-9,-0.03461871879123812,0.303,0.372,2.1649272698521203e-5,9,CDC42 binding protein kinase beta (DMPK-like),14,Rare Single Gene Mutation,2,0,7
ESR2,0.0012270532334242195,0.0014803881003123227,0.9953832608994766,-2.5333486688804965e-4,0.001,0.001,1,9,estrogen receptor 2 (ER beta),14,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,9
EXOC5,0.30594132442162614,0.3236842215818067,1.0403720570737525e-5,-0.01774289716018046,0.099,0.126,0.18133684954795506,9,exocyst complex component 5,14,Rare Single Gene Mutation,3,0,2
MDGA2,1.4643380333004041,1.4559306406421397,0.1458453053908383,0.008407392658264401,0.575,0.633,1,9,MAM domain containing glycosylphosphatidylinositol anchor 2,14,"Rare Single Gene Mutation, Genetic Association",3,0,8
PRPF39,0.6570308136703098,0.6274114465770496,0.23505809427055754,0.029619367093260296,0.236,0.257,1,9,pre-mRNA processing factor 39,14,Rare Single Gene Mutation,3,0,3
LRFN5,0.2288466460777783,0.20388361642346492,0.42737114110889224,0.024963029654313212,0.069,0.074,1,9,leucine rich repeat and fibronectin type III domain containing 5,14,"Rare Single Gene Mutation, Genetic Association",3,0,6
CTNNA3,0.13736904011104423,0.10180380465048086,0.20553799085740612,0.03556523546056353,0.021,0.018,1,9,"catenin (cadherin-associated protein), alpha 3",10,"Rare Single Gene Mutation, Genetic Association",3,0,14
PTEN,1.4417417958841476,1.283851822961669,3.156421009538323e-14,0.15788997292247875,0.562,0.564,5.501641819625296e-10,9,phosphatase and tensin homolog (mutated in multiple advanced cancers 1),10,"Rare Single Gene Mutation, Syndromic, Functional",1,0,60
PCDH15,1.3572025525208835,1.823536426705191,2.529056642992911e-139,-0.4663338741843075,0.333,0.543,4.408145728736644e-135,9,protocadherin related 15,10,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,5
REEP3,0.42094907206031235,0.3825470485508348,0.4934923205893906,0.03840202350947752,0.136,0.144,1,9,receptor accessory protein 3,10,Rare Single Gene Mutation,3,0,3
JMJD1C,1.593018288578241,1.5478499480503236,0.09225131390982708,0.045168340527917517,0.634,0.678,1,9,jumonji domain containing 1C,10,Rare Single Gene Mutation,3,0,8
ANK3,2.458034633899019,2.303005990255692,2.7454599431598925e-39,0.15502864364332725,0.89,0.897,4.785336680927693e-35,9,ankyrin 3,10,"Rare Single Gene Mutation, Genetic Association",1,0,25
GRID1,1.5550939085590283,1.6424151351002074,2.390387825792573e-14,-0.08732122654117913,0.494,0.589,4.166445980356455e-10,9,"Glutamate receptor, ionotropic, delta 1",10,"Rare Single Gene Mutation, Genetic Association",2,0,6
DYDC1,0.22010977361192416,0.03839661844335348,7.524274887229022e-59,0.18171315516857078,0.07,0.013,1.3114811128440185e-54,9,DPY30 domain containing 1,10,Rare Single Gene Mutation,3,0,2
KCNMA1,2.98701864939657,3.035794347616277,3.6770907478283053e-10,-0.0487756982197074,0.939,0.958,6.409169173464736e-6,9,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1",10,"Rare Single Gene Mutation, Syndromic",3,0,20
ADK,1.5141728909577759,1.6162476111650614,2.319000472438437e-17,-0.10207472020728559,0.579,0.686,4.0420178234601956e-13,9,adenosine kinase,10,Rare Single Gene Mutation,3,0,2
WDFY4,0.010027531716583521,0.00289123428628797,0.10970741615309058,0.007136297430295662,0.002,0.001,1,9,WDFY family member 4,10,Rare Single Gene Mutation,2,0,6
EXOC6,0.6653436943401961,0.746472002700989,5.675805924226243e-18,-0.08112830836079288,0.232,0.311,9.892929725926341e-14,9,exocyst complex component 6,10,Rare Single Gene Mutation,3,0,1
BTAF1,0.6713543066674958,0.7102971132718415,3.955172577492555e-8,-0.03894280660434568,0.242,0.296,6.893865802569524e-4,9,"RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)",10,Rare Single Gene Mutation,2,0,6
BTRC,0.7157861711728155,0.7097193053821887,3.261175315018391e-4,0.006066865790626541,0.257,0.301,1,9,beta-transducin repeat containing E3 ubiquitin protein ligase,10,Rare Single Gene Mutation,3,0,2
LZTS2,0.016492119131141,0.015006169098866682,0.5271189181512616,0.0014859500322742403,0.005,0.005,1,9,"leucine zipper, putative tumor suppressor 2",10,Genetic Association,3,0,4
SMC3,0.3019733499482551,0.3361233510230321,2.0151078998921778e-8,-0.034150001074777,0.097,0.131,3.512333069512066e-4,9,structural maintenance of chromosomes 3,10,"Rare Single Gene Mutation, Syndromic",3,1,9
TCF7L2,0.9899861449396359,0.9383541823212387,0.6571836138252501,0.05163196261839709,0.255,0.262,1,9,"Transcription factor 7-like 2 (T-cell specific, HMG-box)",10,Rare Single Gene Mutation,2,0,3
DOCK1,0.7598672714657514,0.8388234838139035,4.638406942166997e-18,-0.07895621234815209,0.194,0.265,8.084743300197077e-14,9,Dedicator of cytokinesis 1,10,Rare Single Gene Mutation,3,0,2
EBF3,0.00939809974256335,0.020776416645103154,2.5274209051820917e-4,-0.011378316902539789,0.002,0.006,1,9,early B-cell factor 3,10,"Rare Single Gene Mutation, Syndromic",1,0,7
HDAC4,0.8652253601245758,0.8554768774624223,7.016050763750259e-4,0.009748482662153446,0.29,0.334,1,9,histone deacetylase 4,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,1,15
AGAP1,1.789113781944918,1.9150075691317472,3.804189697319582e-25,-0.1258937871868291,0.703,0.801,6.6307026424280315e-21,9,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",2,Rare Single Gene Mutation,3,0,8
ADCY5,3.780567374413934,3.7198630085911453,4.729984595968213e-10,0.06070436582278882,0.943,0.947,8.244363150772595e-6,9,Adenylate cyclase 5,3,Rare Single Gene Mutation,3,0,6
CLASP1,1.103660614809241,1.0807965764432783,0.1149230932604159,0.022864038365962625,0.424,0.47,1,9,cytoplasmic linker associated protein 1,2,Rare Single Gene Mutation,2,0,3
CNTNAP5,2.9893540052042957,2.8582198556480014,5.4545050913007455e-30,0.13113414955629432,0.928,0.933,9.5072023741372e-26,9,contactin associated protein-like 5,2,"Rare Single Gene Mutation, Genetic Association",3,0,12
VIL1,0.0011297636981707714,6.444166995465711e-4,0.18117438445187317,4.853469986240294e-4,0.001,0,1,9,Villin 1,2,Rare Single Gene Mutation,2,0,2
PLCD4,0.08697137073703819,0.09452732734962997,0.0018107763486588633,-0.007555956612591813,0.027,0.037,1,9,phospholipase C delta 4,2,Rare Single Gene Mutation,3,0,3
TBR1,0.10543282585635744,0.054913117477345216,3.360734798219504e-4,0.05051970837901233,0.029,0.02,1,9,"T-box, brain, 1",2,"Rare Single Gene Mutation, Genetic Association",1,0,25
SLC4A10,2.1144915922836915,2.1788618558302075,1.4120046685424385e-9,-0.06437026354651598,0.802,0.862,2.46112413726947e-5,9,"solute carrier family 4, sodium bicarbonate transporter-like, member 10",2,"Rare Single Gene Mutation, Genetic Association",3,0,6
DPP4,0.3577663935255668,0.4756673816339787,3.5999112404374016e-25,-0.11790098810841199,0.118,0.188,6.274645292082391e-21,9,Dipeptidyl-peptidase 4,2,"Rare Single Gene Mutation, Genetic Association",3,0,6
SCN2A,1.2770486381140207,1.2672622806251836,0.07720299858016341,0.00978635748883705,0.49,0.544,1,9,"sodium channel, voltage-gated, type II, alpha subunit",2,"Rare Single Gene Mutation, Syndromic",1,0,61
STK39,0.38115916638244035,0.38013655443912325,1.3790713632281972e-4,0.0010226119433169312,0.106,0.13,1,9,"serine threonine kinase 39 (STE20/SPS1 homolog, yeast)",2,Genetic Association,3,0,5
LRP2,0.04034965054934893,0.06162251919933684,4.3365295987995485e-4,-0.021272868649987883,0.012,0.02,1,9,LDL receptor related protein 2,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,11
SLC25A12,0.7252963809870955,0.8067210841451663,9.431003537222847e-17,-0.08142470315807071,0.259,0.342,1.6438239165379423e-12,9,"solute carrier family 25 (mitochondrial carrier, Aralar), member 12",2,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,21
DLX2,0.13026398950567336,0.14802426963977386,1.2326537992579393e-4,-0.017760280134100526,0.037,0.051,1,9,distal-less homeobox 2,2,Genetic Association,3,0,11
RAPGEF4,1.0163360941205115,0.9682642212681626,0.9047104870111112,0.04807187285234893,0.374,0.397,1,9,Rap guanine nucleotide exchange factor (GEF) 4,2,Rare Single Gene Mutation,3,0,17
LNPK,0.5606819860212533,0.4422107376596001,0.003064230049263249,0.11847124836165329,0.192,0.18,1,9,"lunapark, ER junction formation factor",2,Syndromic,NA,1,1
TTN,0.018027925218441376,0.02916962583072193,0.04252200204733889,-0.01114170061228064,0.006,0.009,1,9,titin,2,"Rare Single Gene Mutation, Syndromic",3,1,19
ZNF385B,0.2918982957992039,0.33157079225295155,6.807126792573045e-4,-0.0396724964537476,0.071,0.087,1,9,Zinc finger protein 385B,2,Genetic Association,3,0,2
PARD3B,1.5222018174851664,1.5180452637391706,0.25723753694837265,0.0041565537459959945,0.596,0.651,1,9,Par-3 partitioning defective 3 homolog B (C. elegans),2,"Rare Single Gene Mutation, Genetic Association",2,0,7
NRP2,0.28707144497795084,0.18228525056679828,2.1982738646750046e-6,0.10478619441115256,0.084,0.064,0.03831591346128533,9,neuropilin 2,2,"Rare Single Gene Mutation, Genetic Association",3,0,8
SATB2,0.05024700180367714,0.03832184048923274,0.777190831690175,0.011925161314444425,0.015,0.014,1,9,SATB homeobox 2,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,1,27
SF3B1,1.0493830093236602,1.092810796419646,3.770136508575202e-9,-0.043427787095985826,0.399,0.484,6.571347934446576e-5,9,splicing factor 3b subunit 1,2,Rare Single Gene Mutation,3,0,4
HECW2,1.2466134803961795,1.2640967414587776,3.957186935172592e-4,-0.01748326106259812,0.487,0.556,1,9,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",2,"Rare Single Gene Mutation, Syndromic",2,0,7
ZNF804A,1.59761461047639,1.552748551832012,0.07631056034389963,0.04486605864437809,0.557,0.581,1,9,Zinc finger protein 804A,2,"Rare Single Gene Mutation, Genetic Association",2,0,13
DIP2A,0.5181160854741585,0.5773243715881574,7.472813871737132e-12,-0.059208286113998865,0.171,0.227,1.302511457843782e-7,9,DIP2 disco-interacting protein 2 homolog A (Drosophila),21,Rare Single Gene Mutation,2,0,5
NCKAP1,0.941692834269597,0.8544748283393713,0.1341812752191803,0.08721800593022577,0.352,0.367,1,9,NCK-associated protein 1,2,Rare Single Gene Mutation,1,0,8
UNC80,1.4271559748086566,1.3538463223284058,0.0010792714591009798,0.07330965248025079,0.562,0.585,1,9,"unc-80 homolog, NALCN activator",2,Rare Single Gene Mutation,3,0,5
DPP10,1.6188962177152653,2.172142753351147,1.467518924616363e-279,-0.5532465356358816,0.547,0.796,2.5578854856063208e-275,9,Dipeptidyl-peptidase 10,2,Rare Single Gene Mutation,2,0,11
NCKAP5,0.5070367546191282,0.7241783046994351,1.0351960512311473e-43,-0.2171415500803069,0.132,0.228,1.8043467172958897e-39,9,NCK-associated protein 5,2,Rare Single Gene Mutation,3,0,1
MCM6,0.034272183209949784,0.022225164326546025,0.0925821932184181,0.012047018883403798,0.01,0.007,1,9,minichromosome maintenance complex component 6,2,Rare Single Gene Mutation,3,0,2
MBD5,1.0338312177023632,1.0980306989977642,1.1687535619151499e-12,-0.06419948129540098,0.387,0.476,2.0371374584181062e-8,9,Methyl-CpG binding domain protein 5,2,"Rare Single Gene Mutation, Syndromic",1,0,32
EPC2,0.2454825116112311,0.26433895880481545,4.305599715050276e-7,-0.018856447193584452,0.074,0.101,0.0075046603033326305,9,Enhancer of polycomb homolog 2 (Drosophila),2,Rare Single Gene Mutation,3,0,4
KIF5C,1.2687421117315245,1.2578015287841597,0.12263905898861796,0.010940582947364774,0.49,0.544,1,9,Kinesin family member 5C,2,"Rare Single Gene Mutation, Syndromic",3,1,7
GALNT13,0.43808503947821115,0.37575007783386727,0.18160239443025944,0.06233496164434388,0.151,0.147,1,9,polypeptide N-acetylgalactosaminyltransferase 13,2,Rare Single Gene Mutation,3,0,4
NR4A2,0.0022371279128155378,0.003233403295663497,0.5880750167303126,-9.962753828481091e-4,0.001,0.001,1,9,nuclear receptor subfamily 4 group A member 2,2,Rare Single Gene Mutation,1,0,6
GPD2,0.19361085643664305,0.20693198035849572,2.247294949374872e-5,-0.013321123921852585,0.057,0.077,0.3917035096760402,9,glycerol-3-phosphate dehydrogenase 2,2,"Rare Single Gene Mutation, Genetic Association",3,0,4
ERMN,0.23148156802732786,0.29501053416075984,6.193739087433949e-4,-0.06352896613343209,0.037,0.05,1,9,ermin,2,Rare Single Gene Mutation,3,0,1
BAZ2B,0.8934021429792103,0.9757264495937258,5.3243221723301594e-14,-0.08232430661451551,0.33,0.412,9.280293546371468e-10,9,bromodomain adjacent to zinc finger domain 2B,2,Rare Single Gene Mutation,1,0,4
NEGR1,0.13906455883966035,0.22537156461882604,4.35345228133312e-19,-0.0863070057791657,0.044,0.083,7.588067326363629e-15,9,neuronal growth regulator 1,1,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,6
SRSF11,0.20630384987988112,0.24767746211260935,9.589371880287643e-9,-0.041373612232728174,0.066,0.095,1.671427518734136e-4,9,serine and arginine rich splicing factor 11,1,Rare Single Gene Mutation,2,0,4
ALG6,0.06559741024086878,0.06392407760300209,0.42965507136108827,0.001673332637866759,0.021,0.023,1,9,"ALG6, alpha-1,3-glucosyltransferase",1,Syndromic,NA,1,1
PATJ,0.5247227618252294,0.6040545257808849,7.565625701447445e-14,-0.07933176395565555,0.165,0.223,1.3186885597622897e-9,9,"PATJ, crumbs cell polarity complex component",1,Rare Single Gene Mutation,3,0,3
NFIA,1.4863837156213602,1.5075916353409529,0.36059364999816307,-0.021207919719592683,0.283,0.295,1,9,nuclear factor I/A,1,Rare Single Gene Mutation,3,0,11
GLIS1,0.3292582857879172,0.54307195138249,4.9159405935489134e-29,-0.21381366559457282,0.098,0.165,8.568484454555757e-25,9,GLIS family zinc finger 1,1,"Rare Single Gene Mutation, Genetic Association",3,0,2
CPT2,0.06827431387495747,0.07460626635257694,0.07742866312611556,-0.006331952477619487,0.019,0.024,1,9,carnitine palmitoyltransferase 2,1,Rare Single Gene Mutation,3,0,2
SCP2,0.3945059296478233,0.4019982329508162,4.232717186872204e-4,-0.0074923033029929975,0.126,0.151,1,9,sterol carrier protein 2,1,Rare Single Gene Mutation,3,0,2
POMGNT1,0.0728462061871993,0.06910544474075937,0.26036988274619816,0.0037407614464400607,0.021,0.024,1,9,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)",1,"Rare Single Gene Mutation, Syndromic",1,0,5
PTBP2,0.8387935983576308,0.9312020167921041,5.56097051323798e-17,-0.09240841843447323,0.309,0.399,9.6927716045738e-13,9,polypyrimidine tract binding protein 2,1,"Rare Single Gene Mutation, Genetic Association",3,0,4
DPYD,0.6303252212075747,0.7385433526876618,6.908706173420784e-21,-0.10821813148008708,0.165,0.236,1.2041874860272427e-16,9,dihydropyrimidine dehydrogenase,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,13
NTNG1,0.8726284439634999,0.9059362907600668,0.0010351809473979645,-0.03330784679656684,0.272,0.306,1,9,netrin G1,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,1,8
KIF14,0.045643180377513984,0.055343330948463575,0.018813177310775767,-0.009700150570949514,0.015,0.021,1,9,kinesin family member 14,1,"Rare Single Gene Mutation, Syndromic",2,0,4
PTPRC,0.03810542787894275,0.01936421866005975,0.029744004900162508,0.018741209218883073,0.01,0.006,1,9,"protein tyrosine phosphatase, receptor type, C",1,"Rare Single Gene Mutation, Genetic Association",3,0,9
PTGS2,0.003332538410345531,0.003529750753411097,0.5685294703553191,-1.972123430657455e-4,0.001,0.001,1,9,prostaglandin-endoperoxide synthase 2,1,"Genetic Association, Functional",3,0,6
CACNA1E,1.9047055866519276,1.8647833522686614,0.045646550851903014,0.03992223438326614,0.735,0.784,1,9,calcium voltage-gated channel subunit alpha1 E,1,Rare Single Gene Mutation,2,0,10
PBX1,1.1620559840915445,1.034785324344149,2.8839599601711387e-8,0.12727065974739582,0.427,0.406,5.026742210578295e-4,9,PBX homeobox 1,1,Rare Single Gene Mutation,3,0,4
PER2,0.73442464250899,0.6788980119925678,0.38104004906241873,0.05552663051642215,0.256,0.278,1,9,period circadian clock 2,2,Rare Single Gene Mutation,2,0,3
YEATS2,0.2605934963553468,0.29757397192064866,1.0238386623799732e-7,-0.03698047556530171,0.085,0.115,0.0017845507885282932,9,YEATS domain containing 2,3,"Rare Single Gene Mutation, Genetic Association",3,0,2
PAK2,0.33136767814357104,0.3298836052530416,0.007455469432137049,0.0014840728905295975,0.107,0.125,1,9,p21 (RAC1) activated kinase 2,3,Rare Single Gene Mutation,2,0,4
TM4SF19,9.286069150187602e-4,0.001819822773729098,0.1783476598668785,-8.912158587102779e-4,0,0.001,1,9,transmembrane 4 L six family member 19,3,Rare Single Gene Mutation,3,0,3
HDLBP,0.5401007566390302,0.48404642372142415,0.7992825704624819,0.05605433291760614,0.18,0.189,1,9,high density lipoprotein binding protein,2,Rare Single Gene Mutation,3,0,4
GIGYF2,0.7141070157655947,0.7510803252899595,3.188124923247763e-8,-0.03697330952436484,0.255,0.313,5.556901741220851e-4,9,GRB10 interacting GYF protein 2,2,Rare Single Gene Mutation,1,0,7
CUL3,0.40312178734014215,0.3680520334946132,0.23139786338187956,0.035069753845528906,0.131,0.142,1,9,Cullin 3,2,"Rare Single Gene Mutation, Genetic Association",1,0,20
DNER,0.7388330756407598,0.7542799224861273,1.4630118362831601e-5,-0.015446846845367346,0.245,0.293,0.2550029630641548,9,Delta/notch-like EGF repeat containing,2,"Rare Single Gene Mutation, Genetic Association",3,0,2
TRIP12,0.6893821245052381,0.6996928542699516,2.2884891821397754e-4,-0.0103107297647137,0.243,0.284,1,9,Thyroid hormone receptor interactor 12,2,"Rare Single Gene Mutation, Syndromic",1,0,16
SLC9A9,0.23350936788360452,0.20259088925730212,0.9012155934455984,0.03091847862630237,0.054,0.054,1,9,"solute carrier family 9 (sodium/hydrogen exchanger), member 9",3,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,12
DLG1,1.1296866906053664,1.168479008351093,4.0838138709432695e-13,-0.03879231774572656,0.358,0.442,7.118087577054118e-9,9,discs large MAGUK scaffold protein 1,3,Rare Single Gene Mutation,3,0,3
MUC4,0.013801033220557262,0.028035280650004508,0.0046653639184406955,-0.014234247429447344,0.005,0.009,1,9,"mucin 4, cell surface associated",3,Rare Single Gene Mutation,3,0,6
DVL3,0.1133560365255501,0.09181496930221876,0.9596779061991729,0.021541067223331364,0.035,0.036,1,9,Dishevelled segment polarity protein 3,3,"Rare Single Gene Mutation, Functional",3,0,3
TBL1XR1,1.5903484193085724,1.4678179474198862,6.956045784458241e-12,0.12253047188868615,0.627,0.631,1.2124387802310714e-7,9,transducin beta like 1 X-linked receptor 1,3,"Rare Single Gene Mutation, Syndromic",2,0,20
NAALADL2,0.23921169919133708,0.20375389765384289,0.4663583398873099,0.03545780153749423,0.058,0.055,1,9,N-acetylated alpha-linked acidic dipeptidase-like 2,3,Genetic Association,3,0,1
NLGN1,3.3234043777120656,3.3046974530298154,0.21108594717827173,0.018706924682250214,0.958,0.963,1,9,neuroligin 1,3,"Rare Single Gene Mutation, Genetic Association",2,0,17
CIB2,0.19320922447778557,0.24313806614601804,1.364837961999001e-7,-0.049928841668232415,0.062,0.086,0.0023789125677642587,9,Calcium and integrin binding family member 2,15,Rare Single Gene Mutation,2,0,1
SIN3A,0.11633769225395842,0.12525075100255245,0.011915935504435218,-0.008913058748594133,0.037,0.046,1,9,SIN3 transcription regulator family member A,15,"Rare Single Gene Mutation, Syndromic",1,0,7
CD276,0.05805531271647956,0.06449581870499511,0.016427075608188058,-0.006440505988515664,0.018,0.024,1,9,CD276molecule,15,Rare Single Gene Mutation,3,0,2
BBS4,0.17943971697972752,0.15388145990806953,0.6608257665288918,0.025558257071657958,0.056,0.059,1,9,Bardet-Biedl syndrome 4,15,"Rare Single Gene Mutation, Syndromic",3,0,4
CELF6,0.2368189459756063,0.25173787402258296,1.6302189894673012e-5,-0.014918928046976698,0.074,0.097,0.2841471698641506,9,"CUGBP, Elav-like family member 6",15,"Rare Single Gene Mutation, Genetic Association",3,0,3
TERB2,0.005604224920917163,0.0050139364462471496,0.612375297887242,5.902884746701162e-4,0.001,0.001,1,9,telomere repeat binding bouquet formation protein 2,15,Rare Single Gene Mutation,3,0,1
OTUD7A,0.9234300161686374,0.9691986298624548,1.500131057800137e-7,-0.04576861369381735,0.348,0.417,0.002614728433745639,9,OTU deubiquitinase 7A,15,"Rare Single Gene Mutation, Functional",2,0,4
TRPM1,0.1230761942692303,0.11279767291191636,0.6291259260468078,0.010278521357313802,0.038,0.04,1,9,transient receptor potential cation channel subfamily M member 1,15,Rare Single Gene Mutation,2,0,4
FAN1,0.1942498951675032,0.2094439931664404,9.591893755724488e-4,-0.015194097998937145,0.063,0.079,1,9,FANCD2/FANCI-associated nuclease 1,15,Rare Single Gene Mutation,3,0,1
APBA2,1.235200067477946,1.01074109609757,4.152258199406637e-25,0.22445897138037596,0.474,0.431,7.237386041565768e-21,9,"amyloid beta (A4) precursor protein-binding, family A, member 2",15,Rare Single Gene Mutation,3,0,7
MYO1E,0.3257786490216176,0.4206030360262199,2.1137321206821524e-17,-0.09482438700460238,0.104,0.156,3.6842350863489915e-13,9,myosin IE,15,Rare Single Gene Mutation,3,0,4
CGNL1,0.06618251354478473,0.0909787773417966,0.055049566538204864,-0.024796263797011928,0.018,0.023,1,9,Cingulin-like 1,15,Rare Single Gene Mutation,2,0,4
MYO5A,0.9772907310551847,1.0042206366088178,4.116811716286476e-6,-0.026929905553633282,0.367,0.432,0.07175602821487327,9,myosin VA,15,"Rare Single Gene Mutation, Genetic Association",2,0,5
MYO5C,0.01532037804872223,0.01443806282548849,0.4319739494783558,8.823152232338358e-4,0.004,0.005,1,9,myosin VC,15,Rare Single Gene Mutation,3,0,3
LEO1,0.1946506802848899,0.2034522464671674,4.4694640781135997e-4,-0.008801566182277454,0.062,0.079,1,9,"LEO1 homolog, Paf1/RNA polymerase II complex component",15,Rare Single Gene Mutation,2,0,3
DMXL2,1.0640000914547976,1.063268587381915,0.0020130570196102717,7.315040728825828e-4,0.404,0.466,1,9,Dmx-like 2,15,Rare Single Gene Mutation,3,0,6
FBN1,0.7807396749025388,0.7294075526534832,0.4143172723716246,0.05133212224905581,0.284,0.309,1,9,Fibrillin 1,15,Rare Single Gene Mutation,2,0,10
GATM,0.05909959757837822,0.048032417059485494,0.3049913021408591,0.01106718051889266,0.017,0.015,1,9,Glycine amidinotransferase (L-arginine:glycine amidinotransferase),15,Syndromic,NA,1,2
ARNT2,1.0182045710366237,1.0409701276627956,6.4059445825241365e-6,-0.02276555662617219,0.381,0.448,0.11165561407339569,9,aryl-hydrocarbon receptor nuclear translocator 2,15,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,11
